City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,nanzhang,31.7765,111.8386,17.01,66,100,2.47,CN,1680275111
274,northam,51.0333,-4.2167,10.14,96,100,12.7,GB,1680275111
275,mount gambier,-37.8333,140.7667,11.18,71,100,2.62,AU,1680275111
276,ballina,-28.8667,153.5667,15.99,67,100,1.18,AU,1680275112
277,kimbe,-5.5502,150.1429,24.32,92,93,1.39,PG,1680275112
278,burg,51.8333,14.15,11.31,87,100,4.27,DE,1680275112
279,fairbanks,64.8378,-147.7164,-10.81,79,100,0.0,US,1680274844
280,cedar city,37.6775,-113.0619,1.89,66,0,2.54,US,1680274943
281,san patricio,28.017,-97.5169,26.04,66,97,10.24,US,1680275112
282,ewa beach,21.3156,-158.0072,22.97,89,0,2.06,US,1680275096
283,great yarmouth,52.6083,1.7305,13.14,94,100,0.62,GB,1680274969
284,banyo,6.75,11.8167,32.62,21,56,2.83,CM,1680275113
285,kuytun,54.3419,101.5036,-11.07,84,22,3.01,RU,1680275113
286,umea,63.8284,20.2597,3.96,41,0,3.6,SE,1680275113
287,piqua,40.1448,-84.2424,11.4,94,100,8.64,US,1680275113
288,yining,29.0361,114.5636,15.44,83,98,0.92,CN,1680275114
289,togur,58.3631,82.8265,-11.49,91,100,1.85,RU,1680275114
290,harper,4.375,-7.7169,29.17,71,97,4.67,LR,1680275114
291,san carlos,9.6612,-68.5827,33.35,38,93,2.38,VE,1680275115
292,ahipara,-35.1667,173.1667,16.67,87,100,3.4,NZ,1680275115
293,solwezi,-12.1688,26.3894,17.46,98,100,1.87,ZM,1680274931
294,kununurra,-15.7667,128.7333,25.99,78,100,0.0,AU,1680275115
295,hualmay,-11.0964,-77.6139,26.24,75,47,4.57,PE,1680275115
296,kimry,56.8667,37.35,4.38,81,53,1.79,RU,1680275115
297,paragominas,-2.9667,-47.4833,27.18,85,93,1.18,BR,1680274943
298,tuatapere,-46.1333,167.6833,8.75,92,97,2.35,NZ,1680275115
299,tremedal,-14.9758,-41.4108,33.48,18,8,2.56,BR,1680274991
300,pemangkat,1.1667,108.9667,24.74,90,100,2.75,ID,1680275116
301,ngunguru,-35.6167,174.5,18.06,81,100,4.91,NZ,1680275116
302,bongor,10.2806,15.3722,38.72,9,100,0.67,TD,1680275117
303,farap,39.1704,63.6116,26.0,27,0,4.12,TM,1680275117
304,honningsvag,70.9821,25.9704,-1.14,100,100,15.43,NO,1680274989
305,douchy-les-mines,50.3008,3.3927,11.82,95,100,2.68,FR,1680275117
306,vila franca do campo,37.7167,-25.4333,17.23,80,76,5.23,PT,1680275118
307,tiruvannamalai,12.2167,79.0667,27.9,67,1,3.53,IN,1680275038
308,leshukonskoye,64.8989,45.7622,-4.49,92,87,1.56,RU,1680275118
309,ilulissat,69.2167,-51.1,-13.99,43,0,1.54,GL,1680275118
310,kachug,53.9606,105.8817,-8.6,76,88,4.06,RU,1680275118
311,gat,31.61,34.7642,15.38,27,31,5.88,IL,1680275119
312,matay,28.419,30.7792,20.87,23,0,6.76,EG,1680275119
313,praia,14.9215,-23.5087,29.3,48,0,6.69,CV,1680275120
314,hofn,64.2539,-15.2082,8.01,93,100,7.2,IS,1680275121
315,victoria,22.2855,114.1577,21.03,92,100,4.02,HK,1680274828
316,odweyne,9.4092,45.064,29.13,37,83,5.36,SO,1680275121
317,seoul,37.5683,126.9778,11.78,58,0,1.54,KR,1680275012
318,cap malheureux,-19.9842,57.6142,27.48,74,2,2.24,MU,1680275122
319,xuzhou,34.1805,117.1571,12.07,69,100,2.76,CN,1680275122
320,kirovskiy,45.0917,133.5136,4.01,53,0,2.03,RU,1680275122
321,nantucket,41.2835,-70.0995,8.08,39,0,4.63,US,1680275122
322,aksha,50.2814,113.2867,-0.38,58,39,7.36,RU,1680275123
323,ust-kut,56.7938,105.7672,-14.8,97,93,1.57,RU,1680275123
324,umm lajj,25.0213,37.2685,21.73,55,22,7.31,SA,1680275123
325,iqaluit,63.7506,-68.5145,-12.15,85,100,2.06,CA,1680274835
326,oranjestad,12.524,-70.027,28.97,61,20,12.86,AW,1680274896
327,ambon,-3.6954,128.1814,26.08,89,20,3.6,ID,1680275123
328,kahului,20.8947,-156.47,23.25,78,20,0.0,US,1680275123
329,mitu,1.1983,-70.1733,23.65,92,100,1.7,CO,1680275123
330,nogliki,51.8333,143.1667,-0.86,98,100,1.49,RU,1680275123
331,laguna,38.421,-121.4238,9.31,85,40,2.57,US,1680275124
332,padang,-0.9492,100.3543,26.03,85,100,1.42,ID,1680275124
333,tomatlan,19.9333,-105.25,26.64,23,81,0.88,MX,1680275124
334,tiarei,-17.5333,-149.3333,25.01,75,87,2.31,PF,1680275124
335,matasari,44.85,23.0833,16.68,50,100,5.26,RO,1680275124
336,arlit,18.7369,7.3853,35.09,6,0,3.06,NE,1680275125
337,chapais,49.7834,-74.8492,-4.12,83,100,4.06,CA,1680275125
338,puerto baquerizo moreno,-0.9,-89.6,28.55,79,40,5.14,EC,1680275125
339,nishihara,26.1842,127.7558,21.6,78,100,2.57,JP,1680275126
340,yerofey pavlovich,53.9667,121.9667,-0.63,96,74,2.72,RU,1680275126
341,naze,28.3667,129.4833,18.51,89,72,4.02,JP,1680275126
342,sangar,63.9242,127.4739,-19.73,96,100,2.35,RU,1680275126
343,ponta delgada,37.7333,-25.6667,17.4,88,75,3.6,PT,1680275126
344,black river,18.0264,-77.8487,29.46,54,20,2.37,JM,1680275126
345,mecca,21.4267,39.8261,25.88,31,44,7.34,SA,1680275126
346,hithadhoo,-0.6,73.0833,28.46,72,17,3.06,MV,1680275127
347,santo amaro,-12.5467,-38.7119,30.1,57,39,3.34,BR,1680275127
348,cayenne,4.9333,-52.3333,29.02,70,75,6.17,GF,1680275082
349,acurenam,1.0322,10.6488,27.52,62,48,1.62,GQ,1680275127
350,sadri,25.1833,73.4333,23.67,45,70,3.35,IN,1680275127
351,beloha,-25.1667,45.05,23.94,79,68,5.52,MG,1680275127
352,hamilton,39.1834,-84.5333,12.21,90,100,4.63,US,1680275041
353,isabela,6.7085,121.9711,26.22,85,100,1.09,PH,1680275127
354,abha,18.2164,42.5053,19.9,68,40,5.66,SA,1680274876
355,constitucion,-35.3333,-72.4167,20.46,38,0,2.68,CL,1680275128
356,parksville,49.3163,-124.3195,6.8,75,100,7.72,CA,1680275128
357,rabo de peixe,37.8,-25.5833,16.73,88,75,3.6,PT,1680275128
358,meadow lake,34.8014,-106.5436,5.93,38,1,11.46,US,1680275128
359,tilichiki,60.4667,166.1,-10.78,98,98,0.87,RU,1680275128
360,mnogovershinnyy,53.9353,139.9242,-7.1,91,20,1.64,RU,1680275128
361,nioro,13.35,-15.75,40.73,15,25,3.22,GM,1680275129
362,balabac,7.9868,117.0645,26.55,84,100,3.74,PH,1680275129
363,ojinaga,29.5667,-104.4167,21.53,19,0,5.66,MX,1680275129
364,cabra,37.4725,-4.4421,21.68,47,100,3.53,ES,1680275129
365,shakhty,47.7091,40.2144,6.79,62,8,6.65,RU,1680274898
366,coihaique,-45.5752,-72.0662,5.97,75,75,1.54,CL,1680275129
367,port hedland,-20.3167,118.5667,27.03,89,8,2.06,AU,1680274958
368,hami,42.8,93.45,14.97,24,86,5.87,CN,1680275130
369,shache,38.4167,77.2406,19.26,21,95,1.5,CN,1680275130
370,kenai,60.5544,-151.2583,-2.7,95,100,1.54,US,1680275055
371,le moule,16.3332,-61.3473,29.02,66,1,7.53,GP,1680275130
372,north platte,41.1239,-100.7654,3.4,82,32,5.81,US,1680274880
373,genhe,50.7833,121.5167,-1.25,91,0,1.58,CN,1680275114
374,catamarca,-28.4696,-65.7852,24.32,60,91,0.89,AR,1680275131
375,kutulik,53.3508,102.7839,-9.87,81,68,4.74,RU,1680275131
376,maragogi,-9.0122,-35.2225,28.54,63,20,3.72,BR,1680275003
377,mouila,-1.8685,11.0559,30.95,70,75,0.36,GA,1680275131
378,camocim,-2.9022,-40.8411,28.77,72,44,3.71,BR,1680275131
379,victor harbor,-35.5667,138.6167,12.04,74,66,5.38,AU,1680275131
380,halifax,44.6453,-63.5724,0.68,72,75,11.83,CA,1680275021
381,flinders,-34.5833,150.8552,15.59,73,68,0.89,AU,1680275131
382,mangai,-4.05,19.5333,24.88,71,98,0.63,CD,1680275132
383,husavik,66.0449,-17.3389,3.0,99,94,4.36,IS,1680275132
384,fallon,39.4735,-118.7774,2.73,66,40,3.6,US,1680275111
385,sucua,-2.4667,-78.1667,20.41,100,100,1.03,EC,1680275132
386,ninotsminda,41.2646,43.5916,-4.37,90,100,3.82,GE,1680275132
387,roald,62.5833,6.1333,9.51,45,0,10.29,NO,1680275132
388,santa ana,33.7456,-117.8678,11.31,81,20,1.54,US,1680275000
389,masuguru,-11.3667,38.4167,25.89,92,99,1.28,TZ,1680275132
390,lapua,62.9693,23.0088,3.5,76,2,2.58,FI,1680275133
391,kroonstad,-27.6504,27.2349,15.65,79,89,3.61,ZA,1680275133
392,san carlos de bariloche,-41.1456,-71.3082,8.86,34,0,4.12,AR,1680274854
393,sioux lookout,50.1001,-91.917,-8.96,53,0,2.57,CA,1680275133
394,saint george,37.1041,-113.5841,4.41,79,0,0.45,US,1680275133
395,anloga,5.7947,0.8973,28.73,73,100,6.0,GH,1680275133
396,nichlaul,27.3167,83.7333,22.76,51,77,2.28,IN,1680275134
397,taybad,34.74,60.7756,22.57,25,1,3.38,IR,1680275134
398,sabha,27.0377,14.4283,25.23,8,0,2.5,LY,1680275134
399,alenquer,-1.9417,-54.7383,27.73,76,87,0.94,BR,1680275134
400,gorey,52.6747,-6.2925,11.43,92,100,7.19,IE,1680275134
401,maningrida,-12.0667,134.2667,27.02,81,99,4.36,AU,1680275134
402,itoman,26.1247,127.6694,22.01,78,100,2.57,JP,1680275134
403,guanica,17.9716,-66.908,31.65,55,0,6.76,PR,1680275135
404,comodoro rivadavia,-45.8667,-67.5,13.92,38,0,5.14,AR,1680275135
405,sorland,67.667,12.6934,2.92,55,76,11.53,NO,1680275135
406,bartica,6.4,-58.6167,31.18,53,94,2.16,GY,1680275135
407,khovu-aksy,51.1333,93.6,-12.35,79,99,2.76,RU,1680275135
408,merauke,-8.4667,140.3333,26.55,82,60,3.48,ID,1680275136
409,nyrob,60.733,56.7202,2.95,80,100,4.48,RU,1680275136
410,griffith,41.5284,-87.4237,14.59,78,100,8.75,US,1680275136
411,rocha,-34.4833,-54.3333,19.94,76,95,9.1,UY,1680275136
412,borovoy,55.4333,86.0833,-8.4,67,75,4.0,RU,1680274912
413,aktas,49.7789,72.9608,-2.14,64,4,5.15,KZ,1680275136
414,fereydun kenar,36.6864,52.5225,12.12,87,100,2.06,IR,1680275136
415,egvekinot,66.3167,-179.1667,-23.53,100,100,0.88,RU,1680275136
416,ekimchan,53.0667,132.9667,-4.15,95,99,1.33,RU,1680275136
417,tubmanburg,6.8708,-10.8172,36.75,37,22,1.28,LR,1680275136
418,north augusta,33.5018,-81.9651,19.63,77,0,2.57,US,1680275137
419,broken hill,-31.95,141.4333,17.0,50,68,5.23,AU,1680274955
420,dhidhdhoo,6.8833,73.1,28.22,71,40,3.85,MV,1680275137
421,dobryatino,55.5055,41.3195,4.3,87,100,1.77,RU,1680275137
422,tautira,-17.7333,-149.15,27.11,75,99,2.76,PF,1680274876
423,wenchi,7.7392,-2.1046,33.73,38,100,2.51,GH,1680275137
424,alyangula,-13.8483,136.4192,26.86,81,63,2.89,AU,1680275137
425,qui nhon,13.7667,109.2333,24.97,89,98,0.68,VN,1680274905
426,teno,-34.8667,-71.1833,16.75,48,0,3.09,CL,1680275137
427,biak,-0.9131,122.8766,25.08,82,100,1.38,ID,1680275137
428,la carlota,10.4233,122.9208,27.0,73,99,3.41,PH,1680275137
429,san lawrenz,36.0553,14.204,18.67,79,19,5.21,MT,1680275137
430,bilibino,68.0546,166.4372,-10.56,96,100,1.82,RU,1680275138
431,severo-kurilsk,50.6789,156.125,-0.32,73,2,2.82,RU,1680275138
432,wasilla,61.5814,-149.4394,-0.44,93,100,2.06,US,1680274962
433,leh,34.1667,77.5833,-1.21,79,98,2.13,IN,1680275138
434,cumbal,0.9088,-77.7915,10.06,87,75,1.03,CO,1680275138
435,krasnoselkup,65.7,82.4667,-18.6,92,88,4.68,RU,1680275138
436,bilma,18.6853,12.9164,32.55,8,6,3.74,NE,1680275138
437,cacador,-26.7753,-51.015,27.1,44,0,2.3,BR,1680275033
438,ipanguacu,-5.4983,-36.855,33.43,42,99,1.84,BR,1680275138
439,tigil,57.8,158.6667,-0.69,80,100,5.62,RU,1680275138
440,opuwo,-18.0607,13.84,32.63,19,99,2.19,NA,1680275138
441,chicama,-7.8447,-79.1469,27.3,73,82,2.51,PE,1680275138
442,sao felix do xingu,-6.6447,-51.995,28.5,73,82,2.07,BR,1680275138
443,akyab,20.15,92.9,26.72,78,7,4.58,MM,1680275139
444,rosarito,32.3333,-117.0333,11.53,72,97,2.41,MX,1680275139
445,tianpeng,30.9866,103.9393,19.26,77,95,1.08,CN,1680275139
446,caravelas,-17.7125,-39.2481,30.8,52,15,4.11,BR,1680275089
447,pires do rio,-17.2997,-48.2794,27.6,49,8,1.83,BR,1680275139
448,necochea,-38.5473,-58.7368,13.77,55,100,12.02,AR,1680275139
449,samarai,-10.6167,150.6667,28.0,77,100,2.45,PG,1680275139
450,kurchum,48.5722,83.6542,-4.17,57,4,5.77,KZ,1680275139
451,saint-francois,46.4154,3.9054,13.69,54,20,9.26,FR,1680275139
452,erzin,36.9559,36.2,9.21,52,1,3.79,TR,1680275139
453,sao jose da coroa grande,-8.8978,-35.1478,28.71,60,30,3.52,BR,1680275140
454,taltal,-25.4,-70.4833,21.58,74,17,1.53,CL,1680275140
455,lompoc,34.6391,-120.4579,10.43,87,20,2.57,US,1680275140
456,marsa matruh,31.3525,27.2453,18.11,52,0,4.63,EG,1680275140
457,raudeberg,61.9875,5.1352,7.37,65,3,2.33,NO,1680275140
458,consuegra,39.4625,-3.608,20.35,36,100,9.24,ES,1680275140
459,arenapolis,-14.4503,-56.8461,31.48,53,12,1.47,BR,1680274937
460,chandler,33.3062,-111.8412,13.37,55,0,4.12,US,1680275141
461,san quintin,30.4833,-115.95,12.31,63,97,1.26,MX,1680275141
462,trincomalee,8.5711,81.2335,28.3,75,2,5.48,LK,1680275141
463,carballo,43.213,-8.691,17.46,69,100,4.86,ES,1680275141
464,senanga,-16.1167,23.2667,24.24,69,84,2.05,ZM,1680275141
465,caxito,-8.5785,13.6643,32.2,53,74,4.75,AO,1680275141
466,hobyo,5.3505,48.5268,28.93,71,7,4.42,SO,1680275141
467,portland,45.5234,-122.6762,8.12,79,100,4.63,US,1680275141
468,ekhabi,53.5102,142.9671,-4.88,97,62,1.34,RU,1680275141
469,rincon,32.296,-81.2354,23.98,53,75,3.09,US,1680275141
470,galesong,-5.3166,119.3661,24.01,83,84,2.12,ID,1680275141
471,mariental,-24.6333,17.9667,32.54,10,4,1.38,NA,1680275141
472,bamban,15.6747,120.3315,25.04,86,24,0.33,PH,1680275142
473,zabol,32.25,67.25,13.27,53,6,7.75,AF,1680275142
474,paamiut,61.994,-49.6678,-5.39,46,15,2.31,GL,1680274990
475,ushibuka,32.1906,130.0228,14.88,67,66,2.34,JP,1680275142
476,pauini,-7.7136,-66.9764,23.71,96,100,1.51,BR,1680275142
477,asau,46.4333,26.4,11.51,75,81,2.59,RO,1680275142
478,esna,25.2934,32.554,24.01,16,0,8.23,EG,1680275142
479,manzhouli,49.6,117.4333,9.84,30,57,4.25,CN,1680275142
480,mount isa,-20.7333,139.5,25.87,27,32,4.12,AU,1680275142
481,tabas,33.5959,56.9244,29.12,10,75,1.03,IR,1680275142
482,riyadh,24.6877,46.7219,29.08,16,3,8.78,SA,1680275008
483,atar,20.5169,-13.0499,37.08,3,0,11.35,MR,1680274858
484,visby,57.6409,18.296,1.12,93,100,8.23,SE,1680275142
485,sola,-13.8833,167.55,27.63,76,76,3.65,VU,1680275142
486,hokitika,-42.7167,170.9667,12.08,92,100,3.75,NZ,1680275142
487,dudinka,69.4058,86.1778,-20.77,93,96,6.81,RU,1680275142
488,zhuzhou,27.8333,113.15,19.07,78,12,1.72,CN,1680275142
489,det udom,14.906,105.0784,28.9,58,11,3.31,TH,1680275142
490,horadiz,39.4488,47.3353,4.43,79,100,3.07,AZ,1680275142
491,kifri,34.6959,44.9661,12.34,33,68,8.19,IQ,1680275142
492,chifeng,42.2683,118.9636,14.04,28,100,5.56,CN,1680275143
493,puerto penasco,31.3167,-113.5333,13.84,48,20,3.09,MX,1680275143
494,dasoguz,41.8363,59.9666,27.97,20,0,6.17,TM,1680275030
495,tigzirt,36.8886,4.1198,21.18,52,14,4.01,DZ,1680275143
496,chinsali,-10.5414,32.0816,20.92,91,100,1.88,ZM,1680275143
497,contai,21.7786,87.7536,24.03,74,100,5.12,IN,1680275143
498,west wendover,40.7391,-114.0733,3.56,48,75,2.06,US,1680275143
499,balezino,57.9796,53.0106,4.02,83,100,5.66,RU,1680275143
500,tocopilla,-22.092,-70.1979,23.5,79,92,2.49,CL,1680275144
501,ust-kan,50.9276,84.761,-12.45,93,84,1.68,RU,1680275144
502,ixtapa,20.7,-105.2,19.57,64,100,1.54,MX,1680275144
503,matehuala,23.65,-100.65,22.1,31,99,1.07,MX,1680274844
504,santa cruz,-17.8,-63.1667,31.03,66,75,6.17,BO,1680275144
505,waipawa,-41.4122,175.5153,11.68,86,99,3.04,NZ,1680275144
506,bandar-e lengeh,26.5579,54.8807,24.06,64,75,6.17,IR,1680275144
507,ippy,6.2679,21.2247,31.75,36,99,3.58,CF,1680275144
508,baturaja,-4.1333,104.1667,23.75,93,99,0.98,ID,1680275144
509,verkhnedneprovskiy,54.9813,33.3457,5.51,53,12,1.98,RU,1680275144
510,ciudad bolivar,8.1222,-63.5497,30.8,50,100,5.2,VE,1680275144
511,mikhaylovka,50.06,43.2379,3.21,78,100,7.76,RU,1680275144
512,santa lucia,27.9117,-15.5407,23.62,39,0,8.23,ES,1680275144
513,malanje,-9.5402,16.341,23.55,72,98,1.43,AO,1680275145
514,rawson,-43.3002,-65.1023,12.3,35,77,4.08,AR,1680274883
515,goderich,43.7501,-81.7165,4.39,93,100,6.69,CA,1680275145
516,alamosa,37.4695,-105.87,0.99,37,0,4.12,US,1680275145
517,ishinomaki,38.4167,141.3,10.24,77,0,4.81,JP,1680275145
518,hluti,-27.2167,31.6167,21.37,75,100,1.49,SZ,1680275145
519,oktyabrskoye,43.0645,44.7417,5.08,60,75,2.0,RU,1680275145
520,figeac,44.75,1.9167,12.09,85,76,5.83,FR,1680275145
521,kalat,29.0225,66.5916,12.67,42,3,3.45,PK,1680275145
522,loukhi,66.0764,33.0381,-1.65,88,100,6.32,RU,1680275145
523,shiyan,32.6475,110.7781,15.25,67,58,0.64,CN,1680275145
524,great falls,47.5002,-111.3008,1.34,80,0,6.17,US,1680274991
525,manama,26.2154,50.5832,27.1,44,0,4.63,BH,1680275145
526,havoysund,70.9963,24.6622,-0.87,86,100,15.4,NO,1680275146
527,santa cruz de tenerife,28.4682,-16.2546,30.4,24,0,5.66,ES,1680275146
528,santa maria do suacui,-18.1903,-42.4142,31.73,33,6,0.95,BR,1680275146
529,luwuk,-0.9516,122.7875,25.77,83,100,1.41,ID,1680275146
530,grevenbroich,51.091,6.5827,14.16,83,40,5.14,DE,1680275146
531,port-gentil,-0.7193,8.7815,30.98,70,40,3.6,GA,1680275146
532,quatre cocos,-20.2078,57.7625,28.06,83,10,4.7,MU,1680275146
533,akcaabat,41.0212,39.5715,3.93,93,75,3.09,TR,1680275146
534,haines junction,60.7522,-137.5108,-9.03,92,100,0.51,CA,1680275146
535,udachnyy,66.4167,112.4,-28.48,100,93,2.44,RU,1680275146
536,powell,40.1578,-83.0752,9.51,93,100,7.2,US,1680274900
537,gazojak,41.1875,61.4036,25.23,21,21,5.52,TM,1680275146
538,ugoofaaru,5.6667,73.0,28.25,73,32,3.42,MV,1680275146
539,san andres,12.5847,-81.7006,30.01,58,20,7.2,CO,1680275146
540,tadine,-21.55,167.8833,24.57,86,12,2.9,NC,1680275146
541,cairns,-16.9167,145.7667,26.15,96,40,1.03,AU,1680274893
542,obo,5.3998,26.4869,29.64,41,93,2.19,CF,1680275146
543,wakkanai,45.4094,141.6739,2.65,91,86,4.46,JP,1680275147
544,calatayud,41.3535,-1.6432,21.33,29,83,14.12,ES,1680275147
545,sterling,39.0062,-77.4286,11.75,75,100,4.63,US,1680275147
546,waraseoni,21.75,80.0333,25.8,45,16,4.87,IN,1680275147
547,koslan,63.4564,48.8989,0.65,98,100,2.23,RU,1680275147
